X,Y,crime_id,report_number,address,offense_description,offense_category,state_offense_code,arrest_charge,charge_description,incident_timestamp,incident_time,day_of_week,hour_of_day,year,scout_car_area,precinct,block_id,neighborhood,council_district,zip_code,longitude,latitude,ibr_date,oid
-83.07891689,42.37303376,3513918,2006230004,Delaware St & 2nd Ave,MOTOR VEHICLE THEFT,STOLEN VEHICLE,2401,24001,MOTOR VEHICLE THEFT,2020/06/23 03:00:00+00,0.958333333,1,23,2020,303,3,2.61635E+14,New Center Commons,5,48202,-83.07891689,42.37303376,2020/08/21 16:31:06+00,386
-83.15247299,42.41887957,3534400,2008150268,Santa Maria St & Roselawn St,MOTOR VEHICLE THEFT,STOLEN VEHICLE,2401,24001,MOTOR VEHICLE THEFT,2020/08/15 19:00:00+00,0.625,6,15,2020,1208,12,2.61635E+14,Bagley,2,48221,-83.15247299,42.41887957,2020/08/20 16:52:43+00,390
-83.10666925,42.38089893,3535171,2008170282,Glynn Ct & 14th St,MOTOR VEHICLE THEFT,STOLEN VEHICLE,2401,24001,MOTOR VEHICLE THEFT,2020/08/17 22:00:00+00,0.75,1,18,2020,1005,10,2.61635E+14,Dexter-Linwood,5,48206,-83.10666925,42.38089893,2020/08/27 09:49:41+00,391
-83.0414459,42.33316655,3453421,2001010125,Beaubien St & E Fort St,MOTOR VEHICLE THEFT,STOLEN VEHICLE,2401,24001,MOTOR VEHICLE THEFT,2020/01/01 15:30:00+00,0.4375,3,10,2020,312,3,2.61635E+14,Downtown,5,48226,-83.0414459,42.33316655,2020/01/07 10:31:15+00,61192
-82.99458116,42.38318931,3453526,2001010237,Bewick St & E Warren Ave,MOTOR VEHICLE THEFT,STOLEN VEHICLE,2401,24001,MOTOR VEHICLE THEFT,2020/01/01 06:30:00+00,0.0625,3,1,2020,501,5,2.61635E+14,West End,4,48213,-82.99458116,42.38318931,2020/01/03 07:57:46+00,61212
-83.20294164,42.40141772,3453534,2001010245,Fenkell St & Prevost St,MOTOR VEHICLE THEFT,STOLEN VEHICLE,2401,24001,MOTOR VEHICLE THEFT,2020/01/01 05:00:00+00,0,3,0,2020,814,8,2.61635E+14,Grand River-St Marys,1,48227,-83.20294164,42.40141772,2020/01/14 10:23:55+00,61214
-83.13173483,42.38263818,3453612,2001010321,Petoskey Ave & Sturtevant St,MOTOR VEHICLE THEFT,STOLEN VEHICLE,2401,24001,MOTOR VEHICLE THEFT,2020/01/01 07:00:00+00,0.083333333,3,2,2020,1002,10,2.61635E+14,Russell Woods,7,48204,-83.13173483,42.38263818,2020/01/03 07:57:46+00,61223
-82.9594646,42.40703537,3454188,2001030076,Wayburn St & Evanston St,MOTOR VEHICLE THEFT,STOLEN VEHICLE,2401,24001,MOTOR VEHICLE THEFT,2020/01/03 14:20:00+00,0.388888889,5,9,2020,911,9,2.61635E+14,Outer Drive-Hayes,4,48224,-82.9594646,42.40703537,2020/01/07 10:31:15+00,61298
-83.14504344,42.37820381,3454191,2001030079,Oakman Blvd & American St,MOTOR VEHICLE THEFT,STOLEN VEHICLE,2401,24001,MOTOR VEHICLE THEFT,2020/01/02 21:30:00+00,0.6875,4,16,2020,1004,10,2.61635E+14,Oakman Blvd Community,7,48204,-83.14504344,42.37820381,2020/01/07 10:31:15+00,61299
-82.96559628,42.43810538,3454219,2001030112,Hayes St & Coram St,MOTOR VEHICLE THEFT,STOLEN VEHICLE,2401,24001,MOTOR VEHICLE THEFT,2020/01/03 06:00:00+00,0.041666667,5,1,2020,903,9,2.61635E+14,Regent Park,3,48205,-82.96559628,42.43810538,2020/01/07 10:31:15+00,61302
-82.97803815,42.40484133,3454237,2001030134,Park Dr & Maiden St,MOTOR VEHICLE THEFT,STOLEN VEHICLE,2401,24001,MOTOR VEHICLE THEFT,2020/01/03 04:00:00+00,0.958333333,4,23,2020,910,9,2.61635E+14,Wade,4,48213,-82.97803815,42.40484133,2020/01/07 10:31:15+00,61304
-83.00571273,42.39727152,3454252,2001030145,Armour St & Marcus Ave,MOTOR VEHICLE THEFT,STOLEN VEHICLE,2401,24001,MOTOR VEHICLE THEFT,2020/01/03 09:00:00+00,0.166666667,5,4,2020,701,7,2.61635E+14,Airport Sub,3,48213,-83.00571273,42.39727152,2020/01/07 10:31:15+00,61308
-83.19656741,42.4088343,3454424,2001030330,Whitcomb St & Puritan St,MOTOR VEHICLE THEFT,STOLEN VEHICLE,2401,24001,MOTOR VEHICLE THEFT,2020/01/03 13:00:00+00,0.333333333,5,8,2020,201,2,2.61635E+14,Hubbell-Puritan,1,48235,-83.19656741,42.4088343,2020/01/07 10:31:15+00,61335
-83.1037844,42.34977678,3454691,2001040105,24th St & Hudson St,MOTOR VEHICLE THEFT,STOLEN VEHICLE,2401,24001,MOTOR VEHICLE THEFT,2020/01/04 18:00:00+00,0.541666667,6,13,2020,304,3,2.61635E+14,Midwest,5,48208,-83.1037844,42.34977678,2020/08/01 08:24:03+00,61351
-83.08384543,42.33468153,3454867,2001040349,18th St & Butternut St,MOTOR VEHICLE THEFT,STOLEN VEHICLE,2401,24001,MOTOR VEHICLE THEFT,2020/01/05 01:00:00+00,0.833333333,6,20,2020,310,3,2.61635E+14,North Corktown,6,48216,-83.08384543,42.33468153,2020/01/07 10:31:15+00,61392
-83.22884885,42.36726072,3454997,2001050109,Orangelawn St & Piedmont St,MOTOR VEHICLE THEFT,STOLEN VEHICLE,2401,24001,MOTOR VEHICLE THEFT,2020/01/04 21:00:00+00,0.666666667,6,16,2020,607,6,2.61635E+14,Franklin Park,7,48228,-83.22884885,42.36726072,2020/01/17 09:13:26+00,61407
-83.17217418,42.44070338,3455007,2001050127,Chippewa St & Appoline St,MOTOR VEHICLE THEFT,STOLEN VEHICLE,2401,24001,MOTOR VEHICLE THEFT,2020/01/04 09:30:00+00,0.1875,6,4,2020,1202,12,2.61635E+14,Blackstone Park,2,48235,-83.17217418,42.44070338,2020/01/07 10:31:15+00,61408
-83.01928431,42.33879206,3455012,2001050134,Woodbridge St & Joseph Campau St,MOTOR VEHICLE THEFT,OBSTRUCTING THE POLICE,4801,48000,OBSTRUCTING POLICE,2020/01/05 10:30:00+00,0.229166667,7,5,2020,710,7,2.61635E+14,Rivertown,5,48207,-83.01928431,42.33879206,2020/12/28 08:25:10+00,61411
-83.01928431,42.33879206,3455012,2001050134,Woodbridge St & Joseph Campau St,MOTOR VEHICLE THEFT,STOLEN VEHICLE,2401,24001,MOTOR VEHICLE THEFT,2020/01/05 10:30:00+00,0.229166667,7,5,2020,710,7,2.61635E+14,Rivertown,5,48207,-83.01928431,42.33879206,2020/12/28 08:25:10+00,61412
-83.20774,42.4103718,3455029,2001050149,Florence St & Murray Hill St,MOTOR VEHICLE THEFT,STOLEN VEHICLE,2401,24001,MOTOR VEHICLE THEFT,2020/01/05 21:30:00+00,0.6875,7,16,2020,812,8,2.61635E+14,Crary/St Marys,1,48235,-83.20774001,42.4103718,2020/01/07 10:31:15+00,61415
-83.16890893,42.41428084,3455032,2001050144,Grove St & Manor St,MOTOR VEHICLE THEFT,STOLEN VEHICLE,2401,24001,MOTOR VEHICLE THEFT,2020/01/05 04:00:00+00,0.958333333,6,23,2020,1210,12,2.61635E+14,Fitzgerald/Marygrove,2,48221,-83.16890893,42.41428084,2020/01/07 10:31:15+00,61416
-83.16204131,42.43134201,3455183,2001060002,Washburn St & W 7 Mile Rd,MOTOR VEHICLE THEFT,STOLEN VEHICLE,2401,24001,MOTOR VEHICLE THEFT,2020/01/06 08:00:00+00,0.125,1,3,2020,1207,12,2.61635E+14,Schulze,2,48221,-83.16204131,42.43134201,2020/01/07 10:31:15+00,61438
-82.95636616,42.42306579,3455317,2001060136,Grayton St & Laing St,MOTOR VEHICLE THEFT,STOLEN VEHICLE,2401,24001,MOTOR VEHICLE THEFT,2020/01/06 08:30:00+00,0.145833333,1,3,2020,907,9,2.61635E+14,Denby,4,48224,-82.95636616,42.42306578,2020/01/07 10:31:15+00,61453
-83.19192908,42.36797637,3455467,2001060293,Orangelawn St & Robson St,MOTOR VEHICLE THEFT,STOLEN VEHICLE,2401,24001,MOTOR VEHICLE THEFT,2020/01/07 02:33:00+00,0.897916667,1,21,2020,207,2,2.61635E+14,Plymouth-Hubbell,7,48227,-83.19192908,42.36797637,2020/01/08 14:26:46+00,61472
-82.99676566,42.35019332,3455503,2001060327,Seyburn St & E Jefferson Ave,MOTOR VEHICLE THEFT,STOLEN VEHICLE,2401,24001,MOTOR VEHICLE THEFT,2020/01/06 04:30:00+00,0.979166667,7,23,2020,711,7,2.61635E+14,Gold Coast,5,48214,-82.99676566,42.35019332,2020/01/07 10:31:15+00,61476
-83.08201415,42.44252102,3455547,2001060328,E Remington St & Saint Aubin St,MOTOR VEHICLE THEFT,STOLEN VEHICLE,2401,24001,MOTOR VEHICLE THEFT,2020/01/07 02:50:00+00,0.909722222,1,21,2020,1102,11,2.61635E+14,Nolan,3,48234,-83.08201415,42.44252102,2020/02/20 09:41:08+00,61482
-83.23035982,42.33957334,3455608,2001060428,Westwood & Whitlock St,MOTOR VEHICLE THEFT,STOLEN VEHICLE,2401,24001,MOTOR VEHICLE THEFT,2020/01/07 08:22:00+00,0.140277778,2,3,2020,612,6,2.61635E+14,Warrendale,7,48228,-83.23035982,42.33957334,2020/01/07 10:31:15+00,61486
-83.05545747,42.3437673,3455723,2001070101,Edmund Pl & Woodward Ave,MOTOR VEHICLE THEFT,STOLEN VEHICLE,2401,24001,MOTOR VEHICLE THEFT,2020/01/06 23:30:00+00,0.770833333,1,18,2020,311,3,2.61635E+14,Midtown,6,48201,-83.05545747,42.3437673,2020/01/08 14:26:46+00,61501
-83.23351062,42.43332601,3455782,2001070161,Vassar Ave & Huntington Rd,MOTOR VEHICLE THEFT,STOLEN VEHICLE,2401,24001,MOTOR VEHICLE THEFT,2020/01/07 05:00:00+00,0,2,0,2020,803,8,2.61635E+14,O'Hair Park,1,48219,-83.23351062,42.43332601,2020/01/09 12:22:19+00,61512
-83.14632472,42.33526531,3455870,2001070259,Saint Lawrence St & Wagner St,MOTOR VEHICLE THEFT,STOLEN VEHICLE,2401,24001,MOTOR VEHICLE THEFT,2020/01/07 06:00:00+00,0.041666667,2,1,2020,401,4,2.61635E+14,Claytown,6,48210,-83.14632472,42.33526531,2020/01/08 14:26:46+00,61521
-83.16417951,42.40598668,3455879,2001070264,Birwood St & Midland St,MOTOR VEHICLE THEFT,STOLEN VEHICLE,2401,24001,MOTOR VEHICLE THEFT,2020/01/08 02:56:00+00,0.913888889,2,21,2020,1210,12,2.61635E+14,Bethune Community,2,48238,-83.16417951,42.40598668,2020/01/14 10:23:55+00,61523
-83.07046145,42.35342125,3455968,2001070341,W Hancock St & Anthony Wayne Dr,MOTOR VEHICLE THEFT,STOLEN VEHICLE,2401,24001,MOTOR VEHICLE THEFT,2020/01/06 11:00:00+00,0.25,1,6,2020,309,3,2.61635E+14,Midtown,6,48201,-83.07046145,42.35342125,2020/01/08 14:26:46+00,61537
-83.00941585,42.43070932,3456066,2001080057,Linnhurst St & Beland St,MOTOR VEHICLE THEFT,STOLEN VEHICLE,2401,24001,MOTOR VEHICLE THEFT,2020/01/08 12:30:00+00,0.3125,3,7,2020,904,9,2.61635E+14,Mount Olivet,3,48234,-83.00941585,42.43070932,2020/01/09 12:22:19+00,61556
-83.25487595,42.41124532,3456239,2001080228,Burgess St & Verne St,MOTOR VEHICLE THEFT,STOLEN VEHICLE,2401,24001,MOTOR VEHICLE THEFT,2020/01/08 06:00:00+00,0.041666667,3,1,2020,810,8,2.61635E+14,Miller Grove,1,48219,-83.25487595,42.41124532,2020/01/09 12:22:19+00,61580
-83.11380108,42.38711025,3456308,2001080305,La Salle Blvd & Richton St,MOTOR VEHICLE THEFT,STOLEN VEHICLE,2401,24001,MOTOR VEHICLE THEFT,2020/01/09 04:26:00+00,0.976388889,3,23,2020,1005,10,2.61635E+14,Dexter-Linwood,5,48206,-83.11380108,42.38711025,2020/01/09 12:22:19+00,61593
-83.21602289,42.44089028,3456364,2001080359,Oakfield St & Trojan St,MOTOR VEHICLE THEFT,STOLEN VEHICLE,2401,24001,MOTOR VEHICLE THEFT,2020/01/07 08:15:00+00,0.135416667,2,3,2020,804,8,2.61635E+14,Greenfield,2,48235,-83.21602289,42.44089027,2020/01/09 12:22:19+00,61598
-83.15596399,42.41701909,3456444,2001090048,Ohio St & W McNichols Rd,MOTOR VEHICLE THEFT,STOLEN VEHICLE,2401,24001,MOTOR VEHICLE THEFT,2020/01/09 08:30:00+00,0.145833333,4,3,2020,1208,12,2.61635E+14,Bagley,2,48221,-83.15596399,42.41701909,2020/01/09 12:22:19+00,61615
-83.2836413,42.41434658,3456476,2001090078,Winston St & W McNichols Rd,MOTOR VEHICLE THEFT,STOLEN VEHICLE,2401,24001,MOTOR VEHICLE THEFT,2020/01/08 03:49:00+00,0.950694444,2,22,2020,805,8,2.61635E+14,The Eye,1,48219,-83.2836413,42.41434658,2020/01/23 16:15:32+00,61618
-83.09001763,42.42803587,3456502,2001090106,E Grixdale Ave & Russell St,MOTOR VEHICLE THEFT,STOLEN VEHICLE,2401,24001,MOTOR VEHICLE THEFT,2020/01/09 13:30:00+00,0.354166667,4,8,2020,1106,11,2.61635E+14,Hawthorne Park,3,48203,-83.09001763,42.42803587,2020/01/10 07:22:28+00,61623
-83.22640538,42.42672848,3456568,2001090181,Margareta St & Avon Ave,MOTOR VEHICLE THEFT,STOLEN VEHICLE,2401,24001,MOTOR VEHICLE THEFT,2020/01/09 09:30:00+00,0.1875,4,4,2020,807,8,2.61635E+14,Evergreen-Outer Drive,1,48219,-83.22640538,42.42672848,2020/01/10 07:22:28+00,61633
-83.14634717,42.36383354,3456708,2001090321,Central St & Westfield St,MOTOR VEHICLE THEFT,STOLEN VEHICLE,2401,24001,MOTOR VEHICLE THEFT,2020/01/08 03:50:00+00,0.951388889,2,22,2020,209,2,2.61635E+14,Midwest,6,48204,-83.14634717,42.36383354,2020/01/11 16:54:36+00,61648
-83.27557796,42.43519346,3456733,2001090355,Frisbee St & Riverview St,MOTOR VEHICLE THEFT,STOLEN VEHICLE,2401,24001,MOTOR VEHICLE THEFT,2020/01/09 20:00:00+00,0.625,4,15,2020,801,8,2.61635E+14,Seven Mile-Rouge,1,48219,-83.27557796,42.43519346,2020/01/11 16:54:36+00,61652
-83.11523902,42.42004369,3456900,2001100083,Alwyne Ln & Whitmore Rd,MOTOR VEHICLE THEFT,STOLEN VEHICLE,2401,24001,MOTOR VEHICLE THEFT,2020/01/10 17:05:00+00,0.503472222,5,12,2020,1209,12,2.61635E+14,Palmer Park,2,48203,-83.11523902,42.42004368,2020/01/11 16:54:36+00,61676
-83.01539398,42.38852368,3456915,2001100097,Duncan Ave & Seneca St,MOTOR VEHICLE THEFT,STOLEN VEHICLE,2401,24001,MOTOR VEHICLE THEFT,2020/01/10 04:00:00+00,0.958333333,4,23,2020,701,7,2.61635E+14,Airport Sub,3,48213,-83.01539398,42.38852368,2020/01/11 16:54:36+00,61677
-83.01539398,42.38852368,3456925,2001100108,Duncan Ave & Seneca St,MOTOR VEHICLE THEFT,STOLEN VEHICLE,2401,24001,MOTOR VEHICLE THEFT,2020/01/10 08:00:00+00,0.125,5,3,2020,701,7,2.61635E+14,Airport Sub,3,48213,-83.01539398,42.38852368,2020/01/11 16:54:36+00,61679
-83.23023756,42.33594081,3456937,2001100119,Westwood & Paul Dr,MOTOR VEHICLE THEFT,STOLEN VEHICLE,2401,24001,MOTOR VEHICLE THEFT,2020/01/10 20:00:00+00,0.625,5,15,2020,612,6,2.61635E+14,Warrendale,7,48228,-83.23023756,42.33594081,2020/01/11 16:54:36+00,61683
-83.16976988,42.3659678,3457071,2001100259,Iris St & W Chicago St,MOTOR VEHICLE THEFT,STOLEN VEHICLE,2401,24001,MOTOR VEHICLE THEFT,2020/01/11 02:10:00+00,0.881944444,5,21,2020,208,2,2.61635E+14,Barton-McFarland,7,48227,-83.16976987,42.3659678,2020/01/12 14:52:59+00,61699
-83.22543434,42.4299102,3457258,2001110057,W 7 Mile Rd & Greenview Ave,MOTOR VEHICLE THEFT,STOLEN VEHICLE,2401,24001,MOTOR VEHICLE THEFT,2020/01/11 14:00:00+00,0.375,6,9,2020,807,8,2.61635E+14,Evergreen-Outer Drive,1,48219,-83.22543434,42.4299102,2020/01/11 16:54:36+00,61724
-82.96093289,42.44375663,3457265,2001110062,Rossini Dr & Crusade St,MOTOR VEHICLE THEFT,STOLEN VEHICLE,2401,24001,MOTOR VEHICLE THEFT,2020/01/11 11:30:00+00,0.270833333,6,6,2020,903,9,2.61635E+14,Regent Park,3,48205,-82.96093289,42.44375663,2020/01/11 16:54:36+00,61726
-83.18293243,42.43278752,3457282,2001110081,Cambridge Ave & Lesure St,MOTOR VEHICLE THEFT,STOLEN VEHICLE,2401,24001,MOTOR VEHICLE THEFT,2020/01/11 06:30:00+00,0.0625,6,1,2020,1201,12,2.61635E+14,Schaefer 7/8 Lodge,2,48235,-83.18293243,42.43278752,2020/01/11 16:54:36+00,61730
-82.9594646,42.40703537,3457325,2001110125,Wayburn St & Evanston St,MOTOR VEHICLE THEFT,STOLEN VEHICLE,2401,24001,MOTOR VEHICLE THEFT,2020/01/10 17:00:00+00,0.5,5,12,2020,911,9,2.61635E+14,Outer Drive-Hayes,4,48224,-82.9594646,42.40703537,2020/01/11 16:54:36+00,61735
-83.12253272,42.40545963,3457431,2001110236,Hughes St & Inverness St,MOTOR VEHICLE THEFT,STOLEN VEHICLE,2401,24001,MOTOR VEHICLE THEFT,2020/01/11 11:00:00+00,0.25,6,6,2020,1212,12,2.61635E+14,Pilgrim Village,2,48238,-83.12253272,42.40545963,2020/01/12 14:52:59+00,61753
-83.16526128,42.35662702,3457519,2001110294,Pinehurst St & Oakman Blvd,MOTOR VEHICLE THEFT,STOLEN VEHICLE,2401,24001,MOTOR VEHICLE THEFT,2020/01/12 03:00:00+00,0.916666667,6,22,2020,208,2,2.61635E+14,Aviation Sub,7,48204,-83.16526128,42.35662702,2020/01/29 07:02:28+00,61763
-82.94909821,42.43272919,3457575,2001120050,Moross Rd & Laing St,MOTOR VEHICLE THEFT,STOLEN VEHICLE,2401,24001,MOTOR VEHICLE THEFT,2020/01/12 13:34:00+00,0.356944444,7,8,2020,907,9,2.61635E+14,Moross-Morang,4,48224,-82.94909821,42.43272919,2020/01/14 10:23:55+00,61768
-83.21776321,42.41558461,3457610,2001120087,Fenmore St & W McNichols Rd,MOTOR VEHICLE THEFT,STOLEN VEHICLE,2401,24001,MOTOR VEHICLE THEFT,2020/01/12 00:00:00+00,0.791666667,6,19,2020,808,8,2.61635E+14,College Park,2,48235,-83.21776321,42.41558461,2020/01/14 10:23:55+00,61774
-83.14119236,42.3687152,3457855,2001130040,W I 96 Service Drive & Monica St,MOTOR VEHICLE THEFT,STOLEN VEHICLE,2401,24001,MOTOR VEHICLE THEFT,2020/01/13 13:41:00+00,0.361805556,1,8,2020,209,2,2.61635E+14,Oakman Blvd Community,6,48204,-83.14119237,42.3687152,2020/01/14 10:23:55+00,61801
-83.24093971,42.36283301,3457879,2001130065,Fielding St & Westfield St,MOTOR VEHICLE THEFT,STOLEN VEHICLE,2401,24001,MOTOR VEHICLE THEFT,2020/01/13 13:00:00+00,0.333333333,1,8,2020,606,6,2.61635E+14,Franklin Park,7,48228,-83.24093971,42.36283301,2020/01/17 09:13:26+00,61802
-83.08564093,42.38861315,3458309,2001140073,Glynn Ct & Woodward Ave,MOTOR VEHICLE THEFT,STOLEN VEHICLE,2401,24001,MOTOR VEHICLE THEFT,2020/01/14 06:00:00+00,0.041666667,2,1,2020,1005,10,2.61635E+14,Boston Edison,5,48202,-83.08564092,42.38861315,2021/02/16 09:43:19+00,61858
-83.00571691,42.43081347,3458381,2001140150,Albion St & Linnhurst St,MOTOR VEHICLE THEFT,STOLEN VEHICLE,2401,24001,MOTOR VEHICLE THEFT,2020/01/14 14:00:00+00,0.375,2,9,2020,904,9,2.61635E+14,Von Steuben,3,48234,-83.00571691,42.43081347,2020/01/17 09:13:26+00,61872
-83.17704984,42.44357036,3458506,2001140277,N Norfolk Ct & Cheyenne St,MOTOR VEHICLE THEFT,STOLEN VEHICLE,2401,24001,MOTOR VEHICLE THEFT,2020/01/14 06:00:00+00,0.041666667,2,1,2020,1202,12,2.61635E+14,Blackstone Park,2,48235,-83.17704984,42.44357036,2020/01/17 09:13:26+00,61887
-83.13710858,42.3763366,3458600,2001140374,Nardin Park & Elmhurst St,MOTOR VEHICLE THEFT,STOLEN VEHICLE,2401,24001,MOTOR VEHICLE THEFT,2020/01/15 04:00:00+00,0.958333333,2,23,2020,1004,10,2.61635E+14,Nardin Park,7,48204,-83.13710858,42.3763366,2020/01/23 16:15:32+00,61897
-83.20162013,42.4376005,3458617,2001140389,Winthrop St & Pembroke Ave,MOTOR VEHICLE THEFT,STOLEN VEHICLE,2401,24001,MOTOR VEHICLE THEFT,2020/01/15 03:55:00+00,0.954861111,2,22,2020,804,8,2.61635E+14,Greenfield,2,48235,-83.20162012,42.4376005,2020/01/23 16:15:32+00,61900
-83.14054168,42.37345016,3458830,2001150125,Stoepel St & Burlingame St,MOTOR VEHICLE THEFT,STOLEN VEHICLE,2401,24001,MOTOR VEHICLE THEFT,2020/01/15 18:15:00+00,0.552083333,3,13,2020,1004,10,2.61635E+14,Oakman Blvd Community,7,48204,-83.14054168,42.37345016,2020/01/23 16:15:32+00,61933
-83.18747252,42.39457689,3458852,2001150150,Strathmoor St & Lyndon St,MOTOR VEHICLE THEFT,STOLEN VEHICLE,2401,24001,MOTOR VEHICLE THEFT,2020/01/15 09:00:00+00,0.166666667,3,4,2020,202,2,2.61635E+14,Bethune Community,1,48227,-83.18747252,42.39457688,2020/01/23 16:15:32+00,61935
-83.24571215,42.35738815,3458922,2001150221,Burt Rd & Joy Rd,MOTOR VEHICLE THEFT,STOLEN VEHICLE,2401,24001,MOTOR VEHICLE THEFT,2020/01/15 08:30:00+00,0.145833333,3,3,2020,606,6,2.61635E+14,Franklin Park,7,48228,-83.24571215,42.35738815,2020/01/23 16:15:32+00,61946
-83.22994352,42.36128058,3459011,2001150310,Cathedral St & Grandville Ave,MOTOR VEHICLE THEFT,STOLEN VEHICLE,2401,24001,MOTOR VEHICLE THEFT,2020/01/15 05:00:00+00,0,3,0,2020,607,6,2.61635E+14,Franklin Park,7,48228,-83.22994352,42.36128058,2020/01/23 16:15:32+00,61957
-83.21277089,42.40302677,3459146,2001160045,Lindsay St & Keeler St,MOTOR VEHICLE THEFT,STOLEN VEHICLE,2401,24001,MOTOR VEHICLE THEFT,2020/01/16 15:06:00+00,0.420833333,4,10,2020,812,8,2.61635E+14,Crary/St Marys,1,48227,-83.21277089,42.40302677,2020/01/23 16:15:32+00,61971
-83.21480427,42.3915531,3459162,2001160056,Longacre St & Acacia St,MOTOR VEHICLE THEFT,STOLEN VEHICLE,2401,24001,MOTOR VEHICLE THEFT,2020/01/16 07:30:00+00,0.104166667,4,2,2020,814,8,2.61635E+14,Grandmont,1,48227,-83.21480427,42.3915531,2020/01/23 16:15:32+00,61976
-83.23901471,42.34307427,3459245,2001160151,Stout St & W Warren Rd,MOTOR VEHICLE THEFT,STOLEN VEHICLE,2401,24001,MOTOR VEHICLE THEFT,2020/01/16 09:00:00+00,0.166666667,4,4,2020,609,6,2.61635E+14,Warrendale,7,48228,-83.23901472,42.34307427,2020/01/23 16:15:32+00,61991
-83.23901471,42.34307427,3459254,2001160161,Stout St & W Warren Rd,MOTOR VEHICLE THEFT,STOLEN VEHICLE,2401,24001,MOTOR VEHICLE THEFT,2020/01/16 09:00:00+00,0.166666667,4,4,2020,609,6,2.61635E+14,Warrendale,7,48228,-83.23901472,42.34307427,2020/01/23 16:15:32+00,61993
-83.14148125,42.38114378,3459520,2001160418,Fullerton St & Santa Rosa Dr,MOTOR VEHICLE THEFT,STOLEN VEHICLE,2401,24001,MOTOR VEHICLE THEFT,2020/01/16 08:00:00+00,0.125,4,3,2020,1002,10,2.61635E+14,Oakman Blvd Community,7,48238,-83.14148125,42.38114378,2020/01/23 16:15:32+00,62028
-83.1330782,42.44160408,3459590,2001170065,Bloomfield Rd & Lichfield Rd,MOTOR VEHICLE THEFT,STOLEN VEHICLE,2401,24001,MOTOR VEHICLE THEFT,2020/01/17 10:38:00+00,0.234722222,5,5,2020,1204,12,2.61635E+14,Green Acres,2,48221,-83.1330782,42.44160408,2020/01/23 16:15:32+00,62038
-83.19305653,42.41131816,3460027,2001180130,Robson St & Florence St,MOTOR VEHICLE THEFT,STOLEN VEHICLE,2401,24001,MOTOR VEHICLE THEFT,2020/01/18 11:00:00+00,0.25,6,6,2020,201,2,2.61635E+14,Hubbell-Puritan,1,48235,-83.19305653,42.41131816,2020/01/23 16:15:32+00,62080
-83.17013392,42.41666463,3460092,2001180199,Meyers Rd & W McNichols Rd,MOTOR VEHICLE THEFT,STOLEN VEHICLE,2401,24001,MOTOR VEHICLE THEFT,2020/01/05 23:00:00+00,0.75,7,18,2020,1207,12,2.61635E+14,Schulze,2,48235,-83.17013392,42.41666463,2020/01/23 16:15:32+00,62089
-83.08154051,42.43049456,3460099,2001180206,E Robinwood St & Saint Aubin St,MOTOR VEHICLE THEFT,STOLEN VEHICLE,2401,24001,MOTOR VEHICLE THEFT,2020/01/19 04:46:00+00,0.990277778,6,23,2020,1107,11,2.61635E+14,Northeast Central District,3,48234,-83.0815405,42.43049456,2020/01/23 16:15:32+00,62090
-83.0506387,42.35018767,3460157,2001180257,Saint Antoine St & Mack Ave,MOTOR VEHICLE THEFT,STOLEN VEHICLE,2401,24001,MOTOR VEHICLE THEFT,2020/01/19 04:00:00+00,0.958333333,6,23,2020,312,3,2.61635E+14,Medical Center,5,48201,-83.0506387,42.35018767,2020/02/03 16:45:08+00,62102
-83.063714,42.33145383,3460184,2001190030,Michigan Ave & Brooklyn St,MOTOR VEHICLE THEFT,STOLEN VEHICLE,2401,24001,MOTOR VEHICLE THEFT,2020/01/19 08:30:00+00,0.145833333,7,3,2020,310,3,2.61635E+14,Corktown,6,48226,-83.063714,42.33145383,2020/01/23 16:15:32+00,62107
-82.9851296,42.43492524,3460279,2001190116,Schoenherr St & E 7 Mile Rd,MOTOR VEHICLE THEFT,STOLEN VEHICLE,2401,24001,MOTOR VEHICLE THEFT,2020/01/18 21:54:00+00,0.704166667,6,16,2020,902,9,2.61635E+14,Pulaski,3,48205,-82.9851296,42.43492524,2020/01/29 16:18:27+00,62126
-83.22930238,42.34322949,3460511,2001200076,Grandville Ave & W Warren Ave,MOTOR VEHICLE THEFT,STOLEN VEHICLE,2401,24001,MOTOR VEHICLE THEFT,2020/01/20 19:42:00+00,0.6125,1,14,2020,610,6,2.61635E+14,Warrendale,7,48228,-83.22930238,42.34322949,2020/01/23 16:15:32+00,62158
-83.16141688,42.44326332,3460529,2001200109,Norfolk St & Wyoming St,MOTOR VEHICLE THEFT,STOLEN VEHICLE,2401,24001,MOTOR VEHICLE THEFT,2020/01/19 22:45:00+00,0.739583333,7,17,2020,1203,12,2.61635E+14,Garden Homes,2,48221,-83.16141689,42.44326332,2020/01/23 16:15:32+00,62161
-83.07058653,42.37706684,3460801,2001210058,Beaubien St & Marston St,MOTOR VEHICLE THEFT,STOLEN VEHICLE,2401,24001,MOTOR VEHICLE THEFT,2020/01/21 14:00:00+00,0.375,2,9,2020,302,3,2.61635E+14,North End,5,48202,-83.07058653,42.37706684,2020/01/23 16:15:32+00,62187
